date,positive,probableCases,negative,policy_date,state_name,state_code,party
2020-12-04,34041.0,,1016328.0,2020-04-27,Alaska,AK,republican
2020-12-03,33291.0,,1007214.0,2020-04-27,Alaska,AK,republican
2020-12-02,32531.0,,992112.0,2020-04-27,Alaska,AK,republican
2020-12-01,31834.0,,986794.0,2020-04-27,Alaska,AK,republican
2020-11-30,31323.0,,980073.0,2020-04-27,Alaska,AK,republican
2020-11-29,30816.0,,975364.0,2020-04-27,Alaska,AK,republican
2020-11-28,30204.0,,968850.0,2020-04-27,Alaska,AK,republican
2020-11-27,29554.0,,961219.0,2020-04-27,Alaska,AK,republican
2020-11-26,28892.0,,940681.0,2020-04-27,Alaska,AK,republican
2020-11-25,28339.0,,925937.0,2020-04-27,Alaska,AK,republican
2020-11-24,27669.0,,915732.0,2020-04-27,Alaska,AK,republican
2020-11-23,27085.0,,905931.0,2020-04-27,Alaska,AK,republican
2020-11-22,26587.0,,899774.0,2020-04-27,Alaska,AK,republican
2020-11-21,26044.0,,892701.0,2020-04-27,Alaska,AK,republican
2020-11-20,25369.0,,879343.0,2020-04-27,Alaska,AK,republican
2020-11-19,24909.0,,873890.0,2020-04-27,Alaska,AK,republican
2020-11-18,24419.0,,861139.0,2020-04-27,Alaska,AK,republican
2020-11-17,23874.0,,854748.0,2020-04-27,Alaska,AK,republican
2020-11-16,23240.0,,849107.0,2020-04-27,Alaska,AK,republican
2020-11-15,22662.0,,844720.0,2020-04-27,Alaska,AK,republican
2020-11-14,22020.0,,840244.0,2020-04-27,Alaska,AK,republican
2020-11-13,21286.0,,823380.0,2020-04-27,Alaska,AK,republican
2020-11-12,20702.0,,823964.0,2020-04-27,Alaska,AK,republican
2020-11-11,20221.0,,814369.0,2020-04-27,Alaska,AK,republican
2020-11-10,19734.0,,808406.0,2020-04-27,Alaska,AK,republican
2020-11-09,19196.0,,748801.0,2020-04-27,Alaska,AK,republican
2020-11-08,18732.0,,761442.0,2020-04-27,Alaska,AK,republican
2020-11-07,18221.0,,762473.0,2020-04-27,Alaska,AK,republican
2020-11-06,17618.0,,763683.0,2020-04-27,Alaska,AK,republican
2020-11-05,17111.0,,764715.0,2020-04-27,Alaska,AK,republican
2020-11-04,16798.0,,610960.0,2020-04-27,Alaska,AK,republican
2020-11-03,16390.0,,608365.0,2020-04-27,Alaska,AK,republican
2020-11-02,16007.0,,604163.0,2020-04-27,Alaska,AK,republican
2020-11-01,15663.0,,588544.0,2020-04-27,Alaska,AK,republican
2020-10-31,15312.0,,588895.0,2020-04-27,Alaska,AK,republican
2020-10-30,14858.0,,571465.0,2020-04-27,Alaska,AK,republican
2020-10-29,14481.0,,569787.0,2020-04-27,Alaska,AK,republican
2020-10-28,14131.0,,566468.0,2020-04-27,Alaska,AK,republican
2020-10-27,13779.0,,563650.0,2020-04-27,Alaska,AK,republican
2020-10-26,13391.0,,557453.0,2020-04-27,Alaska,AK,republican
2020-10-25,13041.0,,546928.0,2020-04-27,Alaska,AK,republican
2020-10-24,12523.0,,540223.0,2020-04-27,Alaska,AK,republican
2020-10-23,12167.0,,540579.0,2020-04-27,Alaska,AK,republican
2020-10-22,11919.0,,536790.0,2020-04-27,Alaska,AK,republican
2020-10-21,11680.0,,535460.0,2020-04-27,Alaska,AK,republican
2020-10-20,11456.0,,535069.0,2020-04-27,Alaska,AK,republican
2020-10-19,11225.0,,524998.0,2020-04-27,Alaska,AK,republican
2020-10-18,11021.0,,521690.0,2020-04-27,Alaska,AK,republican
2020-10-17,10811.0,,519689.0,2020-04-27,Alaska,AK,republican
2020-10-16,10601.0,,512063.0,2020-04-27,Alaska,AK,republican
2020-10-15,10380.0,,509081.0,2020-04-27,Alaska,AK,republican
2020-10-14,10214.0,,506963.0,2020-04-27,Alaska,AK,republican
2020-10-13,10059.0,,504730.0,2020-04-27,Alaska,AK,republican
2020-10-12,9903.0,,496024.0,2020-04-27,Alaska,AK,republican
2020-10-11,9712.0,,493285.0,2020-04-27,Alaska,AK,republican
2020-10-10,9462.0,,489791.0,2020-04-27,Alaska,AK,republican
2020-10-09,9232.0,,483838.0,2020-04-27,Alaska,AK,republican
2020-10-08,9045.0,,482126.0,2020-04-27,Alaska,AK,republican
2020-10-07,8911.0,,481163.0,2020-04-27,Alaska,AK,republican
2020-10-06,8790.0,,470584.0,2020-04-27,Alaska,AK,republican
2020-10-05,8643.0,,470731.0,2020-04-27,Alaska,AK,republican
2020-10-04,8447.0,,468371.0,2020-04-27,Alaska,AK,republican
2020-10-03,8306.0,,464950.0,2020-04-27,Alaska,AK,republican
2020-10-02,8167.0,,461123.0,2020-04-27,Alaska,AK,republican
2020-10-01,8026.0,,454297.0,2020-04-27,Alaska,AK,republican
2020-09-30,7889.0,,449318.0,2020-04-27,Alaska,AK,republican
2020-09-29,7785.0,,443271.0,2020-04-27,Alaska,AK,republican
2020-09-28,7663.0,,437128.0,2020-04-27,Alaska,AK,republican
2020-09-27,7549.0,,435320.0,2020-04-27,Alaska,AK,republican
2020-09-26,7439.0,,435430.0,2020-04-27,Alaska,AK,republican
2020-09-25,7320.0,,434012.0,2020-04-27,Alaska,AK,republican
2020-09-24,7194.0,,426004.0,2020-04-27,Alaska,AK,republican
2020-09-23,7063.0,,426135.0,2020-04-27,Alaska,AK,republican
2020-09-22,6987.0,,424204.0,2020-04-27,Alaska,AK,republican
2020-09-21,6930.0,,421715.0,2020-04-27,Alaska,AK,republican
2020-09-20,6860.0,,420065.0,2020-04-27,Alaska,AK,republican
2020-09-19,6752.0,,416098.0,2020-04-27,Alaska,AK,republican
2020-09-18,6658.0,,411635.0,2020-04-27,Alaska,AK,republican
2020-09-17,6551.0,,409312.0,2020-04-27,Alaska,AK,republican
2020-09-16,6443.0,,402121.0,2020-04-27,Alaska,AK,republican
2020-09-15,6393.0,,400731.0,2020-04-27,Alaska,AK,republican
2020-09-14,6350.0,,397063.0,2020-04-27,Alaska,AK,republican
2020-09-13,6275.0,,394938.0,2020-04-27,Alaska,AK,republican
2020-09-12,6214.0,,393415.0,2020-04-27,Alaska,AK,republican
2020-09-11,6111.0,,388475.0,2020-04-27,Alaska,AK,republican
2020-09-10,6022.0,,387055.0,2020-04-27,Alaska,AK,republican
2020-09-09,5908.0,,386029.0,2020-04-27,Alaska,AK,republican
2020-09-08,5843.0,,385813.0,2020-04-27,Alaska,AK,republican
2020-09-07,5810.0,,382811.0,2020-04-27,Alaska,AK,republican
2020-09-06,5776.0,,381281.0,2020-04-27,Alaska,AK,republican
2020-09-05,5681.0,,379321.0,2020-04-27,Alaska,AK,republican
2020-09-04,5594.0,,376343.0,2020-04-27,Alaska,AK,republican
2020-09-03,5475.0,,372461.0,2020-04-27,Alaska,AK,republican
2020-09-02,5387.0,,371497.0,2020-04-27,Alaska,AK,republican
2020-09-01,5321.0,,368934.0,2020-04-27,Alaska,AK,republican
2020-08-31,5286.0,,343344.0,2020-04-27,Alaska,AK,republican
2020-08-30,5250.0,,341589.0,2020-04-27,Alaska,AK,republican
2020-08-29,5207.0,,340488.0,2020-04-27,Alaska,AK,republican
2020-08-28,5114.0,,334424.0,2020-04-27,Alaska,AK,republican
2020-08-27,4998.0,,331222.0,2020-04-27,Alaska,AK,republican
2020-08-26,4914.0,,329890.0,2020-04-27,Alaska,AK,republican
2020-08-25,4862.0,,328969.0,2020-04-27,Alaska,AK,republican
2020-08-24,4829.0,,325674.0,2020-04-27,Alaska,AK,republican
2020-08-23,4758.0,,322682.0,2020-04-27,Alaska,AK,republican
2020-08-22,4692.0,,321595.0,2020-04-27,Alaska,AK,republican
2020-08-21,4604.0,,316931.0,2020-04-27,Alaska,AK,republican
2020-08-20,4535.0,,308112.0,2020-04-27,Alaska,AK,republican
2020-08-19,4452.0,,306397.0,2020-04-27,Alaska,AK,republican
2020-08-18,4379.0,,305630.0,2020-04-27,Alaska,AK,republican
2020-08-17,4313.0,,301335.0,2020-04-27,Alaska,AK,republican
2020-08-16,4263.0,,297252.0,2020-04-27,Alaska,AK,republican
2020-08-15,4162.0,,292515.0,2020-04-27,Alaska,AK,republican
2020-08-14,4078.0,,291851.0,2020-04-27,Alaska,AK,republican
2020-08-13,3978.0,,290075.0,2020-04-27,Alaska,AK,republican
2020-08-12,3896.0,,288686.0,2020-04-27,Alaska,AK,republican
2020-08-11,3835.0,,286909.0,2020-04-27,Alaska,AK,republican
2020-08-10,3786.0,,276557.0,2020-04-27,Alaska,AK,republican
2020-08-09,3718.0,,274201.0,2020-04-27,Alaska,AK,republican
2020-08-08,3621.0,,269972.0,2020-04-27,Alaska,AK,republican
2020-08-07,3542.0,,265309.0,2020-04-27,Alaska,AK,republican
2020-08-06,3487.0,,258085.0,2020-04-27,Alaska,AK,republican
2020-08-05,3447.0,,253832.0,2020-04-27,Alaska,AK,republican
2020-08-04,3392.0,,249257.0,2020-04-27,Alaska,AK,republican
2020-08-03,3331.0,,242476.0,2020-04-27,Alaska,AK,republican
2020-08-02,3273.0,,239817.0,2020-04-27,Alaska,AK,republican
2020-08-01,3137.0,,235496.0,2020-04-27,Alaska,AK,republican
2020-07-31,2993.0,,230113.0,2020-04-27,Alaska,AK,republican
2020-07-30,2887.0,,222170.0,2020-04-27,Alaska,AK,republican
2020-07-29,2803.0,,220861.0,2020-04-27,Alaska,AK,republican
2020-07-28,2735.0,,211140.0,2020-04-27,Alaska,AK,republican
2020-07-27,2627.0,,204637.0,2020-04-27,Alaska,AK,republican
2020-07-26,2533.0,,204731.0,2020-04-27,Alaska,AK,republican
2020-07-25,2348.0,,202718.0,2020-04-27,Alaska,AK,republican
2020-07-24,2260.0,,198312.0,2020-04-27,Alaska,AK,republican
2020-07-23,2203.0,,187306.0,2020-04-27,Alaska,AK,republican
2020-07-22,2139.0,,183194.0,2020-04-27,Alaska,AK,republican
2020-07-21,2045.0,,176581.0,2020-04-27,Alaska,AK,republican
2020-07-20,1955.0,,173631.0,2020-04-27,Alaska,AK,republican
2020-07-19,1882.0,,171128.0,2020-04-27,Alaska,AK,republican
2020-07-18,1799.0,,166564.0,2020-04-27,Alaska,AK,republican
2020-07-17,1737.0,,163677.0,2020-04-27,Alaska,AK,republican
2020-07-16,1695.0,,161327.0,2020-04-27,Alaska,AK,republican
2020-07-15,1631.0,,154462.0,2020-04-27,Alaska,AK,republican
2020-07-14,1580.0,,147893.0,2020-04-27,Alaska,AK,republican
2020-07-13,1537.0,,145053.0,2020-04-27,Alaska,AK,republican
2020-07-12,1478.0,,143997.0,2020-04-27,Alaska,AK,republican
2020-07-11,1386.0,,141990.0,2020-04-27,Alaska,AK,republican
2020-07-10,1323.0,,140608.0,2020-04-27,Alaska,AK,republican
2020-07-09,1273.0,,134471.0,2020-04-27,Alaska,AK,republican
2020-07-08,1226.0,,132175.0,2020-04-27,Alaska,AK,republican
2020-07-07,1186.0,,130234.0,2020-04-27,Alaska,AK,republican
2020-07-06,1168.0,,122585.0,2020-04-27,Alaska,AK,republican
2020-07-05,1141.0,,122612.0,2020-04-27,Alaska,AK,republican
2020-07-04,1114.0,,121618.0,2020-04-27,Alaska,AK,republican
2020-07-03,1065.0,,119143.0,2020-04-27,Alaska,AK,republican
2020-07-02,1020.0,,114889.0,2020-04-27,Alaska,AK,republican
2020-07-01,982.0,,113418.0,2020-04-27,Alaska,AK,republican
2020-06-30,944.0,,111241.0,2020-04-27,Alaska,AK,republican
2020-06-29,908.0,,107801.0,2020-04-27,Alaska,AK,republican
2020-06-28,887.0,,107413.0,2020-04-27,Alaska,AK,republican
2020-06-27,858.0,,104723.0,2020-04-27,Alaska,AK,republican
2020-06-26,839.0,,100953.0,2020-04-27,Alaska,AK,republican
2020-06-25,821.0,,98631.0,2020-04-27,Alaska,AK,republican
2020-06-24,797.0,,95299.0,2020-04-27,Alaska,AK,republican
2020-06-23,783.0,,92164.0,2020-04-27,Alaska,AK,republican
2020-06-22,767.0,,90057.0,2020-04-27,Alaska,AK,republican
2020-06-21,761.0,,87290.0,2020-04-27,Alaska,AK,republican
2020-06-20,750.0,,86168.0,2020-04-27,Alaska,AK,republican
2020-06-19,729.0,,82902.0,2020-04-27,Alaska,AK,republican
2020-06-18,713.0,,80472.0,2020-04-27,Alaska,AK,republican
2020-06-17,701.0,,77008.0,2020-04-27,Alaska,AK,republican
2020-06-16,681.0,,75534.0,2020-04-27,Alaska,AK,republican
2020-06-15,668.0,,73769.0,2020-04-27,Alaska,AK,republican
2020-06-14,665.0,,72802.0,2020-04-27,Alaska,AK,republican
2020-06-13,656.0,,71147.0,2020-04-27,Alaska,AK,republican
2020-06-12,630.0,,70250.0,2020-04-27,Alaska,AK,republican
2020-06-11,616.0,,68395.0,2020-04-27,Alaska,AK,republican
2020-06-10,598.0,,67122.0,2020-04-27,Alaska,AK,republican
2020-06-09,578.0,,66312.0,2020-04-27,Alaska,AK,republican
2020-06-08,567.0,,65345.0,2020-04-27,Alaska,AK,republican
2020-06-07,549.0,,64355.0,2020-04-27,Alaska,AK,republican
2020-06-06,541.0,,63360.0,2020-04-27,Alaska,AK,republican
2020-06-05,529.0,,60461.0,2020-04-27,Alaska,AK,republican
2020-06-04,518.0,,59579.0,2020-04-27,Alaska,AK,republican
2020-06-03,508.0,,57674.0,2020-04-27,Alaska,AK,republican
2020-06-02,490.0,,55713.0,2020-04-27,Alaska,AK,republican
2020-06-01,470.0,,53720.0,2020-04-27,Alaska,AK,republican
2020-05-31,463.0,,51232.0,2020-04-27,Alaska,AK,republican
2020-05-30,435.0,,51260.0,2020-04-27,Alaska,AK,republican
2020-05-29,432.0,,49007.0,2020-04-27,Alaska,AK,republican
2020-05-28,427.0,,47543.0,2020-04-27,Alaska,AK,republican
2020-05-27,414.0,,45949.0,2020-04-27,Alaska,AK,republican
2020-05-26,413.0,,44551.0,2020-04-27,Alaska,AK,republican
2020-05-25,411.0,,44061.0,2020-04-27,Alaska,AK,republican
2020-05-24,410.0,,43097.0,2020-04-27,Alaska,AK,republican
2020-05-23,410.0,,41941.0,2020-04-27,Alaska,AK,republican
2020-05-22,406.0,,41040.0,2020-04-27,Alaska,AK,republican
2020-05-21,404.0,,39141.0,2020-04-27,Alaska,AK,republican
2020-05-20,404.0,,36641.0,2020-04-27,Alaska,AK,republican
2020-05-19,401.0,,35979.0,2020-04-27,Alaska,AK,republican
2020-05-18,401.0,,35210.0,2020-04-27,Alaska,AK,republican
2020-05-17,398.0,,34253.0,2020-04-27,Alaska,AK,republican
2020-05-16,394.0,,32887.0,2020-04-27,Alaska,AK,republican
2020-05-15,390.0,,32028.0,2020-04-27,Alaska,AK,republican
2020-05-14,389.0,,31373.0,2020-04-27,Alaska,AK,republican
2020-05-13,384.0,,30265.0,2020-04-27,Alaska,AK,republican
2020-05-12,383.0,,29578.0,2020-04-27,Alaska,AK,republican
2020-05-11,381.0,,28299.0,2020-04-27,Alaska,AK,republican
2020-05-10,379.0,,26985.0,2020-04-27,Alaska,AK,republican
2020-05-09,378.0,,26071.0,2020-04-27,Alaska,AK,republican
2020-05-08,377.0,,25096.0,2020-04-27,Alaska,AK,republican
2020-05-07,374.0,,23967.0,2020-04-27,Alaska,AK,republican
2020-05-06,372.0,,23283.0,2020-04-27,Alaska,AK,republican
2020-05-05,371.0,,22321.0,2020-04-27,Alaska,AK,republican
2020-05-04,370.0,,21353.0,2020-04-27,Alaska,AK,republican
2020-05-03,368.0,,21210.0,2020-04-27,Alaska,AK,republican
2020-05-02,365.0,,21034.0,2020-04-27,Alaska,AK,republican
2020-05-01,364.0,,19961.0,2020-04-27,Alaska,AK,republican
2020-04-30,355.0,,18764.0,2020-04-27,Alaska,AK,republican
2020-04-29,355.0,,18764.0,2020-04-27,Alaska,AK,republican
2020-04-28,351.0,,16738.0,2020-04-27,Alaska,AK,republican
2020-04-27,345.0,,15911.0,2020-04-27,Alaska,AK,republican
2020-04-26,341.0,,15836.0,2020-04-27,Alaska,AK,republican
2020-04-25,339.0,,15393.0,2020-04-27,Alaska,AK,republican
2020-04-24,339.0,,11942.0,2020-04-27,Alaska,AK,republican
2020-04-23,337.0,,11824.0,2020-04-27,Alaska,AK,republican
2020-04-22,335.0,,11824.0,2020-04-27,Alaska,AK,republican
2020-04-21,329.0,,10790.0,2020-04-27,Alaska,AK,republican
2020-04-20,321.0,,9803.0,2020-04-27,Alaska,AK,republican
2020-04-19,319.0,,9576.0,2020-04-27,Alaska,AK,republican
2020-04-18,314.0,,9341.0,2020-04-27,Alaska,AK,republican
2020-04-17,309.0,,9141.0,2020-04-27,Alaska,AK,republican
2020-04-16,300.0,,8435.0,2020-04-27,Alaska,AK,republican
2020-04-15,293.0,,8371.0,2020-04-27,Alaska,AK,republican
2020-04-14,285.0,,8063.0,2020-04-27,Alaska,AK,republican
2020-04-13,277.0,,7553.0,2020-04-27,Alaska,AK,republican
2020-04-12,272.0,,7766.0,2020-04-27,Alaska,AK,republican
2020-04-11,257.0,,7475.0,2020-04-27,Alaska,AK,republican
2020-04-10,246.0,,7186.0,2020-04-27,Alaska,AK,republican
2020-04-09,235.0,,6988.0,2020-04-27,Alaska,AK,republican
2020-04-08,226.0,,6842.0,2020-04-27,Alaska,AK,republican
2020-04-07,213.0,,6700.0,2020-04-27,Alaska,AK,republican
2020-04-06,191.0,,6692.0,2020-04-27,Alaska,AK,republican
2020-04-05,185.0,,6099.0,2020-04-27,Alaska,AK,republican
2020-04-04,171.0,,5869.0,2020-04-27,Alaska,AK,republican
2020-04-03,160.0,,5856.0,2020-04-27,Alaska,AK,republican
2020-04-02,149.0,,4873.0,2020-04-27,Alaska,AK,republican
2020-04-01,141.0,,4462.0,2020-04-27,Alaska,AK,republican
2020-03-31,128.0,,3585.0,2020-04-27,Alaska,AK,republican
2020-03-30,118.0,,3536.0,2020-04-27,Alaska,AK,republican
2020-03-29,110.0,,3224.0,2020-04-27,Alaska,AK,republican
2020-03-28,91.0,,2830.0,2020-04-27,Alaska,AK,republican
2020-03-27,74.0,,2314.0,2020-04-27,Alaska,AK,republican
2020-03-26,63.0,,1797.0,2020-04-27,Alaska,AK,republican
2020-03-25,49.0,,1642.0,2020-04-27,Alaska,AK,republican
2020-03-24,42.0,,980.0,2020-04-27,Alaska,AK,republican
2020-03-23,38.0,,930.0,2020-04-27,Alaska,AK,republican
2020-03-22,25.0,,943.0,2020-04-27,Alaska,AK,republican
2020-03-21,15.0,,757.0,2020-04-27,Alaska,AK,republican
2020-03-20,14.0,,684.0,2020-04-27,Alaska,AK,republican
2020-03-19,11.0,,427.0,2020-04-27,Alaska,AK,republican
2020-03-18,8.0,,404.0,2020-04-27,Alaska,AK,republican
2020-03-17,3.0,,334.0,2020-04-27,Alaska,AK,republican
2020-03-16,,,144.0,2020-04-27,Alaska,AK,republican
2020-03-15,,,144.0,2020-04-27,Alaska,AK,republican
2020-03-14,,,144.0,2020-04-27,Alaska,AK,republican
2020-03-13,,,60.0,2020-04-27,Alaska,AK,republican
2020-03-12,,,46.0,2020-04-27,Alaska,AK,republican
2020-03-11,,,46.0,2020-04-27,Alaska,AK,republican
2020-03-10,,,23.0,2020-04-27,Alaska,AK,republican
2020-03-09,,,23.0,2020-04-27,Alaska,AK,republican
2020-03-08,,,14.0,2020-04-27,Alaska,AK,republican
2020-03-07,,,12.0,2020-04-27,Alaska,AK,republican
2020-03-06,,,8.0,2020-04-27,Alaska,AK,republican
2020-12-04,264199.0,45130.0,1407299.0,2020-05-15,Alabama,AL,republican
2020-12-03,260359.0,44421.0,1400010.0,2020-05-15,Alabama,AL,republican
2020-12-02,256828.0,43656.0,1390351.0,2020-05-15,Alabama,AL,republican
2020-12-01,252900.0,42863.0,1383805.0,2020-05-15,Alabama,AL,republican
2020-11-30,249524.0,41501.0,1376324.0,2020-05-15,Alabama,AL,republican
2020-11-29,247229.0,41286.0,1373770.0,2020-05-15,Alabama,AL,republican
2020-11-28,244993.0,40883.0,1369792.0,2020-05-15,Alabama,AL,republican
2020-11-27,242874.0,40401.0,1365240.0,2020-05-15,Alabama,AL,republican
2020-11-26,241957.0,40202.0,1361187.0,2020-05-15,Alabama,AL,republican
2020-11-25,239318.0,39692.0,1353961.0,2020-05-15,Alabama,AL,republican
2020-11-24,236865.0,39017.0,1347017.0,2020-05-15,Alabama,AL,republican
2020-11-23,234080.0,38193.0,1337741.0,2020-05-15,Alabama,AL,republican
2020-11-22,232506.0,37921.0,1330801.0,2020-05-15,Alabama,AL,republican
2020-11-21,230708.0,37613.0,1325091.0,2020-05-15,Alabama,AL,republican
2020-11-20,228373.0,36965.0,1316804.0,2020-05-15,Alabama,AL,republican
2020-11-19,225910.0,36449.0,1307256.0,2020-05-15,Alabama,AL,republican
2020-11-18,223486.0,35863.0,1294045.0,2020-05-15,Alabama,AL,republican
2020-11-17,220848.0,34974.0,1287672.0,2020-05-15,Alabama,AL,republican
2020-11-16,219232.0,34587.0,1281958.0,2020-05-15,Alabama,AL,republican
2020-11-15,217822.0,34331.0,1275915.0,2020-05-15,Alabama,AL,republican
2020-11-14,215843.0,33948.0,1271260.0,2020-05-15,Alabama,AL,republican
2020-11-13,213617.0,33342.0,1260600.0,2020-05-15,Alabama,AL,republican
2020-11-12,210637.0,32624.0,1245235.0,2020-05-15,Alabama,AL,republican
2020-11-11,208637.0,32282.0,1245235.0,2020-05-15,Alabama,AL,republican
2020-11-10,206567.0,31580.0,1231152.0,2020-05-15,Alabama,AL,republican
2020-11-09,204857.0,31003.0,1232975.0,2020-05-15,Alabama,AL,republican
2020-11-08,203687.0,30813.0,1229817.0,2020-05-15,Alabama,AL,republican
2020-11-07,202482.0,30709.0,1224595.0,2020-05-15,Alabama,AL,republican
2020-11-06,200714.0,30268.0,1217002.0,2020-05-15,Alabama,AL,republican
2020-11-05,199158.0,29892.0,1209841.0,2020-05-15,Alabama,AL,republican
2020-11-04,197777.0,29662.0,1203497.0,2020-05-15,Alabama,AL,republican
2020-11-03,195929.0,29302.0,1196422.0,2020-05-15,Alabama,AL,republican
2020-11-02,194892.0,28908.0,1190436.0,2020-05-15,Alabama,AL,republican
2020-11-01,193985.0,28746.0,1187341.0,2020-05-15,Alabama,AL,republican
2020-10-31,192285.0,27990.0,1181958.0,2020-05-15,Alabama,AL,republican
2020-10-30,190496.0,27776.0,1172969.0,2020-05-15,Alabama,AL,republican
2020-10-29,189149.0,27612.0,1165898.0,2020-05-15,Alabama,AL,republican
2020-10-28,187706.0,27326.0,1159926.0,2020-05-15,Alabama,AL,republican
2020-10-27,186437.0,26998.0,1153448.0,2020-05-15,Alabama,AL,republican
2020-10-26,185322.0,26621.0,1148993.0,2020-05-15,Alabama,AL,republican
2020-10-25,184355.0,26474.0,1144785.0,2020-05-15,Alabama,AL,republican
2020-10-24,183276.0,26330.0,1138922.0,2020-05-15,Alabama,AL,republican
2020-10-23,180916.0,25001.0,1133858.0,2020-05-15,Alabama,AL,republican
2020-10-22,177064.0,22122.0,1125753.0,2020-05-15,Alabama,AL,republican
2020-10-21,174528.0,21512.0,1120507.0,2020-05-15,Alabama,AL,republican
2020-10-20,174528.0,21512.0,1112559.0,2020-05-15,Alabama,AL,republican
2020-10-19,173485.0,21213.0,1107828.0,2020-05-15,Alabama,AL,republican
2020-10-18,172626.0,21099.0,1102369.0,2020-05-15,Alabama,AL,republican
2020-10-17,171662.0,20966.0,1098099.0,2020-05-15,Alabama,AL,republican
2020-10-16,170374.0,20650.0,1091458.0,2020-05-15,Alabama,AL,republican
2020-10-15,169162.0,20503.0,1085415.0,2020-05-15,Alabama,AL,republican
2020-10-14,167977.0,20232.0,1078476.0,2020-05-15,Alabama,AL,republican
2020-10-13,167193.0,20110.0,1074124.0,2020-05-15,Alabama,AL,republican
2020-10-12,166076.0,19853.0,1068387.0,2020-05-15,Alabama,AL,republican
2020-10-11,165342.0,19752.0,1064417.0,2020-05-15,Alabama,AL,republican
2020-10-10,164526.0,19625.0,1059419.0,2020-05-15,Alabama,AL,republican
2020-10-09,163465.0,19565.0,1052552.0,2020-05-15,Alabama,AL,republican
2020-10-08,161975.0,19311.0,1042046.0,2020-05-15,Alabama,AL,republican
2020-10-07,161418.0,19126.0,1038526.0,2020-05-15,Alabama,AL,republican
2020-10-06,160477.0,18923.0,1031293.0,2020-05-15,Alabama,AL,republican
2020-10-05,159713.0,18791.0,1026591.0,2020-05-15,Alabama,AL,republican
2020-10-04,159169.0,18724.0,1022073.0,2020-05-15,Alabama,AL,republican
2020-10-03,158380.0,18654.0,1016319.0,2020-05-15,Alabama,AL,republican
2020-10-02,156698.0,17709.0,1006612.0,2020-05-15,Alabama,AL,republican
2020-10-01,155744.0,17582.0,1000570.0,2020-05-15,Alabama,AL,republican
2020-09-30,154701.0,17137.0,994475.0,2020-05-15,Alabama,AL,republican
2020-09-29,153554.0,17005.0,983163.0,2020-05-15,Alabama,AL,republican
2020-09-28,152983.0,16928.0,980291.0,2020-05-15,Alabama,AL,republican
2020-09-27,152321.0,16767.0,975685.0,2020-05-15,Alabama,AL,republican
2020-09-26,151591.0,16707.0,970048.0,2020-05-15,Alabama,AL,republican
2020-09-25,150658.0,16427.0,963364.0,2020-05-15,Alabama,AL,republican
2020-09-24,148206.0,14773.0,944747.0,2020-05-15,Alabama,AL,republican
2020-09-23,147153.0,14701.0,938451.0,2020-05-15,Alabama,AL,republican
2020-09-22,146584.0,14596.0,933565.0,2020-05-15,Alabama,AL,republican
2020-09-21,145780.0,14375.0,928112.0,2020-05-15,Alabama,AL,republican
2020-09-20,144962.0,14311.0,923366.0,2020-05-15,Alabama,AL,republican
2020-09-19,144164.0,14190.0,918448.0,2020-05-15,Alabama,AL,republican
2020-09-18,142863.0,14045.0,910192.0,2020-05-15,Alabama,AL,republican
2020-09-17,141757.0,13660.0,903156.0,2020-05-15,Alabama,AL,republican
2020-09-16,141087.0,13564.0,899684.0,2020-05-15,Alabama,AL,republican
2020-09-15,140160.0,13347.0,892810.0,2020-05-15,Alabama,AL,republican
2020-09-14,139459.0,13160.0,888092.0,2020-05-15,Alabama,AL,republican
2020-09-13,138755.0,12960.0,884432.0,2020-05-15,Alabama,AL,republican
2020-09-12,137646.0,12823.0,878723.0,2020-05-15,Alabama,AL,republican
2020-09-11,136703.0,12606.0,874219.0,2020-05-15,Alabama,AL,republican
2020-09-10,135565.0,12298.0,870173.0,2020-05-15,Alabama,AL,republican
2020-09-09,134417.0,11837.0,863982.0,2020-05-15,Alabama,AL,republican
2020-09-08,133606.0,11727.0,858789.0,2020-05-15,Alabama,AL,republican
2020-09-07,132973.0,11499.0,855022.0,2020-05-15,Alabama,AL,republican
2020-09-06,132314.0,11499.0,851994.0,2020-05-15,Alabama,AL,republican
2020-09-05,131803.0,11476.0,846170.0,2020-05-15,Alabama,AL,republican
2020-09-04,130393.0,11104.0,840020.0,2020-05-15,Alabama,AL,republican
2020-09-03,129285.0,10684.0,836689.0,2020-05-15,Alabama,AL,republican
2020-09-02,128239.0,10019.0,835994.0,2020-05-15,Alabama,AL,republican
2020-09-01,127616.0,9482.0,831304.0,2020-05-15,Alabama,AL,republican
2020-08-31,126058.0,8906.0,859229.0,2020-05-15,Alabama,AL,republican
2020-08-30,125235.0,8779.0,855827.0,2020-05-15,Alabama,AL,republican
2020-08-29,123889.0,8605.0,851929.0,2020-05-15,Alabama,AL,republican
2020-08-28,122185.0,8462.0,842678.0,2020-05-15,Alabama,AL,republican
2020-08-27,121023.0,8229.0,835786.0,2020-05-15,Alabama,AL,republican
2020-08-26,119254.0,7128.0,824431.0,2020-05-15,Alabama,AL,republican
2020-08-25,117242.0,6288.0,810035.0,2020-05-15,Alabama,AL,republican
2020-08-24,116710.0,5941.0,806609.0,2020-05-15,Alabama,AL,republican
2020-08-23,115060.0,4966.0,806609.0,2020-05-15,Alabama,AL,republican
2020-08-22,114532.0,4966.0,801750.0,2020-05-15,Alabama,AL,republican
